id,collection,subject_id,filename,user_name,created_at,Collection date,Country,County,Locality and habitat,State/Province
"5268434dfe16d9227a002c96","Macrofungi","5252c8ae12cc67bcfa000ded","http://storage.idigbio.org/mich/mycology/00140/MICH-F-140209_lg.jpg","titaNium2","2013-10-23 21:45:21","07/15/1931","Canada","unknown","On moss under conifers.","Nova Scotia"
"5268435ffe16d9227a002cb3","Macrofungi","525569f48b033f0000000d97","http://storage.idigbio.org/mich/mycology/00251/MICH-F-251437_1_lg.jpg","titaNium2","2013-10-23 21:45:39",,,,,
"526843a0fe16d9227a002d10","Macrofungi","52531a6712cc67bcfa00410a","http://storage.idigbio.org/mich/mycology/00152/MICH-F-152037_lg.jpg","titaNium2","2013-10-23 21:46:44","09/29/1963","United States","Oakland","Highlands","MI"
"5268446272c1096b9b000e57","Macrofungi","52557a388b033f00000017a1","http://storage.idigbio.org/mich/mycology/00161/MICH-F-161749_lg.jpg","titaNium2","2013-10-23 21:48:46","07/00/1954","United States","unknown","Lower Takoma.","UT"
"5268454e72c1096b9b000f8b","Macrofungi","5253194812cc67bcfa00407a","http://storage.idigbio.org/mich/mycology/00151/MICH-F-151903_lg.jpg","titaNium2","2013-10-23 21:53:18","08/00/1934","Czech Republic","unkown county","Ad rivum Kuzy prope vicum Trebusany. Matrix Fagus silvatics. Altitude 800-1200m.","Carpatorossia"
"526845b672c1096b9b000fff","Macrofungi","525579fb8b033f000000177e","http://storage.idigbio.org/mich/mycology/00161/MICH-F-161724_lg.jpg","titaNium2","2013-10-23 21:55:02","09/24/1948","United States","unknown","Longmire.","WA"
"526845e6fe16d9227a002ffc","Macrofungi","5252bbdf12cc67bcfa0006c4","http://storage.idigbio.org/mich/mycology/00137/MICH-F-137772_lg.jpg","titaNium2","2013-10-23 21:56:27","11/20/1915","United States","unknown","New Richmond, on cherry.","MI"
"5268467dfe16d9227a0030cb","Macrofungi","525599668b033f0000002af4","http://storage.idigbio.org/mich/mycology/00164/MICH-F-164732_lg.jpg","titaNium2","2013-10-23 21:58:21","10/15/1978","United States","unknown","Pinckney Area","MI"
"5268470672c1096b9b0011cc","Macrofungi","525315bf12cc67bcfa003e61","http://storage.idigbio.org/mich/mycology/00151/MICH-F-151352_lg.jpg","titaNium2","2013-10-23 22:00:01","12/30/1957","United States","unknown","Big Pine Key, Everglades Nat'l. Park","FL"
"5268476dfe16d9227a00321b","Macrofungi","5255b9b685472300000001db","http://storage.idigbio.org/uc/mycology/UC941/UC941171_lg.jpg","titaNium2","2013-10-23 22:02:58","03/21/1926","United States","Marin","Below Pipeline Trail, Mill Valley, Muir Woods.","CA"
"526847d6fe16d9227a0032af","Macrofungi","525597fa8b033f0000002a3a","http://storage.idigbio.org/mich/mycology/00164/MICH-F-164553_lg.jpg","titaNium2","2013-10-23 22:04:06","07/29/1949","United States","unknown","Ithaca Mich. Allen's Woods. On decayed wood.","MI"
"52684856fe16d9227a00333d","Macrofungi","52558bc08b033f0000002335","http://storage.idigbio.org/mich/mycology/00165/MICH-F-165005_lg.jpg","titaNium2","2013-10-23 22:06:14","09/27/1968","United States","Washtenaw","Stinchfield Woods. Under hardwood and pines.","MI"
"526848a3fe16d9227a0033a8","Macrofungi","5252c29b12cc67bcfa000b8d","http://storage.idigbio.org/mich/mycology/00138/MICH-F-138704_lg.jpg","titaNium2","2013-10-23 22:08:08","08/17/1970","United States","Marquette","Deciduous woods. Trout Lake area.","MI"
"5268493cfe16d9227a003445","Macrofungi","5252f48412cc67bcfa002b12","http://storage.idigbio.org/mich/mycology/00146/MICH-F-146464_lg.jpg","titaNium2","2013-10-23 22:10:04","09/02/1950","United States","Keweenaw","Lake Ritchie, Isle Royale. On white spruce windfall.","MI"
"5268499d72c1096b9b001545","Macrofungi","525586208b033f0000001fb2","http://storage.idigbio.org/mich/mycology/00163/MICH-F-163348_lg.jpg","titaNium2","2013-10-23 22:11:04","08/15/1949","United States","Mackinac","Hardwoods, N. of Hessel","MI"
"526849cc72c1096b9b001587","Macrofungi","5252df5712cc67bcfa001ddb","http://storage.idigbio.org/mich/mycology/00143/MICH-F-143434_lg.jpg","not-logged-in","2013-10-23 22:12:28",,,,,
"526849f572c1096b9b0015b8","Macrofungi","5255727b8b033f0000001298","http://storage.idigbio.org/mich/mycology/00160/MICH-F-160645_lg.jpg","titaNium2","2013-10-23 22:13:09","06/29/1961","United States","Cheboygan","none listed.","MI"
"52684a8672c1096b9b00164a","Macrofungi","5252b91e12cc67bcfa0004b9","http://storage.idigbio.org/mich/mycology/00137/MICH-F-137269_lg.jpg","titaNium2","2013-10-23 22:15:34","08/07/1935","United States","unknown","Nenana Alaska on white spruce.","AL"
"52684aaafe16d9227a00359f","Macrofungi","5252f47f12cc67bcfa002b0f","http://storage.idigbio.org/mich/mycology/00146/MICH-F-146462_lg.jpg","titaNium2","2013-10-23 22:16:10","08/26/1922","United States","unknown","Watersmeet on cedar log.","MI"
"52684b6d72c1096b9b00176f","Macrofungi","5252e90012cc67bcfa002440","http://storage.idigbio.org/mich/mycology/00144/MICH-F-144793_lg.jpg","titaNium2","2013-10-23 22:19:25","09/09/1956","United States","unknown","Ithaca, Brizzond's Woods on hardwood log.","MI"
"52684bda72c1096b9b0017ec","Macrofungi","5252f28612cc67bcfa0029dc","http://storage.idigbio.org/mich/mycology/00146/MICH-F-146177_lg.jpg","titaNium2","2013-10-23 22:20:37","10/22/1926","Canada","Colchester Co. in Nova Scotia","On dead trunk at Folleigh Lake.","Colchester "
"52684c2472c1096b9b001833","Macrofungi","5252d29812cc67bcfa00155d","http://storage.idigbio.org/mich/mycology/00142/MICH-F-142764_lg.jpg","titaNium2","2013-10-23 22:22:28","09/27/1974","United States","Portage","Growing under an oak near West Branch Reservoir.","OH"
"5268758dfe16d9227a00db25","Macrofungi","5254622e5c2a110000000e5d","http://storage.idigbio.org/mich/mycology/00155/MICH-F-155744_lg.jpg","not-logged-in","2013-10-24 01:19:46","07/10/1924","United States","Washtenaw","ANN ARBOR, MICHIGAN","MI"
"526875cf72c1096b9b00b826","Macrofungi","5252e85812cc67bcfa0023d6","http://storage.idigbio.org/mich/mycology/00144/MICH-F-144687_lg.jpg","not-logged-in","2013-10-24 01:20:15",,,,,
"5268760dfe16d9227a00dcef","Macrofungi","52558eb88b033f0000002505","http://storage.idigbio.org/mich/mycology/00165/MICH-F-165419_1_lg.jpg","not-logged-in","2013-10-24 01:21:17",,,,,
"52687661fe16d9227a00de35","Macrofungi","5252f03e12cc67bcfa002867","http://storage.idigbio.org/mich/mycology/00145/MICH-F-145775_lg.jpg","not-logged-in","2013-10-24 01:23:18","05/12/1918","United States","Missoula","MISSOULA","MT"
"526876d572c1096b9b00bbdb","Macrofungi","5252e63612cc67bcfa00226c","http://storage.idigbio.org/mich/mycology/00144/MICH-F-144332_lg.jpg","not-logged-in","2013-10-24 01:24:37","06/05/1967","United States","Rice","NERSTRAND WOODS ST. PK.","MN"
"5268772572c1096b9b00bcea","Macrofungi","52545f0b5c2a110000000c66","http://storage.idigbio.org/mich/mycology/00155/MICH-F-155364_lg.jpg","not-logged-in","2013-10-24 01:25:20","09/00/1914","United States",,"ADIRONDACK MTS","NY"
"526877c5fe16d9227a00e33d","Macrofungi","52556df48b033f000000101f","http://storage.idigbio.org/mich/mycology/00160/MICH-F-160056_lg.jpg","not-logged-in","2013-10-24 01:29:14","08/13/1951","United States","unknown","Tahquamenon Falls State Park","MI"
"526877effe16d9227a00e3c9","Macrofungi","5252bf5e12cc67bcfa000950","http://storage.idigbio.org/mich/mycology/00138/MICH-F-138316_lg.jpg","not-logged-in","2013-10-24 01:29:56","08/30/1967","United States","Los Alamos","JEMEZ MTS.","NM"
"52687852fe16d9227a00e4f9","Macrofungi","5252b78812cc67bcfa00039a","http://storage.idigbio.org/mich/mycology/00137/MICH-F-137015_lg.jpg","not-logged-in","2013-10-24 01:30:57","10/04/1947","United States","Latah","DOUGLAS FIR ZONE. DENSE, NEAR-CLIMAX FOREST, NORTH SLOPE.  WEST END OF THATUNA RIDGE, ONE-HALF MILE WEST OF U.S. 95, 3100 FT. T.40N., R.6W., S.23","ID"
"5268788cfe16d9227a00e5c3","Macrofungi","525584b98b033f0000001ecc","http://storage.idigbio.org/mich/mycology/00163/MICH-F-163139_lg.jpg","not-logged-in","2013-10-24 01:32:32","10/11/1956","United States","Bonner","GRANITE CREEK, NORDMAN","ID"
"526878cefe16d9227a00e691","Macrofungi","5255706d8b033f0000001139","http://storage.idigbio.org/mich/mycology/00160/MICH-F-160366_lg.jpg","not-logged-in","2013-10-24 01:33:02","08/23/1942","United States","unknown",,"AL"
"52687927fe16d9227a00e7a3","Macrofungi","5252f0ab12cc67bcfa0028ac","http://storage.idigbio.org/mich/mycology/00145/MICH-F-145837_lg.jpg","not-logged-in","2013-10-24 01:34:31","08/21/1905","United States","Cook","RIVER FOREST","IL"
"526879a072c1096b9b00c4e6","Macrofungi","5255b234d33eca0000000394","http://storage.idigbio.org/sfsu/mycology/SFSU-F-004/SFSU-F-004544_lg.jpg","not-logged-in","2013-10-24 01:36:32","11/18/1961","United States","Mendocino","JACKSON STATE FOREST; SOLITARY IN HUMUS IN PINE-MANZANITA WOODS","CA"
"52687a1872c1096b9b00c654","Macrofungi","52544c275c2a11000000017b","http://storage.idigbio.org/mich/mycology/00152/MICH-F-152864_lg.jpg","SCGators7","2013-10-24 01:37:55","09/27/1956","United States","Gratiot","ROBB'S WOODS, ITHACA; ON LOG","MI"
"52687a4ffe16d9227a00eb13","Macrofungi","5255a1378b033f0000002f75","http://storage.idigbio.org/mich/mycology/00166/MICH-F-166725_lg.jpg","SCGators7","2013-10-24 01:40:04","08/07/1947","United States","unknown","MUD LAKE BOG, WHITMORE LAKE","MI"
"52687ae572c1096b9b00c892","Macrofungi","5252bc0312cc67bcfa0006dc","http://storage.idigbio.org/mich/mycology/00137/MICH-F-137797_lg.jpg","SCGators7","2013-10-24 01:41:20","07/06/1971","United States","Bayfield","DRUMMOND WOODS, PIGEON LAKE FIELD STATION","WI"
"52687ad6fe16d9227a00ec96","Macrofungi","52559b088b033f0000002bf5","http://storage.idigbio.org/mich/mycology/00164/MICH-F-164890_lg.jpg","SCGators7","2013-10-24 01:41:42",,,,,
"52687ae3fe16d9227a00ecbd","Macrofungi","5252c94a12cc67bcfa000e65","http://storage.idigbio.org/mich/mycology/00140/MICH-F-140277_1_lg.jpg","SCGators7","2013-10-24 01:42:31",,,,,
"52687b4e72c1096b9b00c99c","Macrofungi","525559718b033f000000015e","http://storage.idigbio.org/mich/mycology/00157/MICH-F-157326_lg.jpg","SCGators7","2013-10-24 01:43:06","09/16/1934","United States","Hartford","EAST BRANBY, OLD BRANCHES ON GROUND","CT"
"52687b7afe16d9227a00ee7c","Macrofungi","5252d4d712cc67bcfa0016ef","http://storage.idigbio.org/mich/mycology/00141/MICH-F-141066_lg.jpg","SCGators7","2013-10-24 01:45:02","08/14/1948","United States","Pierce","POWERHOUSE, MOUNT RAINIER NATIONAL PARK","WA"
"5268882c72c1096b9b00e8c2","Macrofungi","5252de3812cc67bcfa001d2c","http://storage.idigbio.org/mich/mycology/00143/MICH-F-143314_1_lg.jpg","not-logged-in","2013-10-24 02:38:36",,"United States","Santa Fe",,"NM"
"5268886f72c1096b9b00e944","Macrofungi","52545bda5c2a110000000a75","http://storage.idigbio.org/mich/mycology/00154/MICH-F-154952_lg.jpg","not-logged-in","2013-10-24 02:39:43","06/10/1931","United States","Grafton","Franconia","NH"
"52689a2972c1096b9b010ad9","Macrofungi","5255902e8b033f00000025fe","http://storage.idigbio.org/mich/mycology/00165/MICH-F-165621_lg.jpg","not-logged-in","2013-10-24 03:54:44",,,,,
"5268c2ff72c1096b9b0142f3","Macrofungi","5252fabb12cc67bcfa002eda","http://storage.idigbio.org/mich/mycology/00147/MICH-F-147411_lg.jpg","dingfutz","2013-10-24 06:48:58","07/10/1930","United States",,"On spruce log","MI"
"5268c382fe16d9227a01664b","Macrofungi","5252fc7012cc67bcfa002fdc","http://storage.idigbio.org/mich/mycology/00147/MICH-F-147656_lg.jpg","dingfutz","2013-10-24 06:51:46","10/13/1886","Finland",,"Ligno pine","Mustiala"
"5268c74d72c1096b9b014828","Macrofungi","525561ab8b033f0000000794","http://storage.idigbio.org/mich/mycology/00251/MICH-F-251223_lg.jpg","not-logged-in","2013-10-24 07:07:57",,,,,
"5268c737fe16d9227a016a5f","Macrofungi","52555e4a8b033f0000000516","http://storage.idigbio.org/mich/mycology/00157/MICH-F-157886_1_lg.jpg","not-logged-in","2013-10-24 07:08:12",,,,,
"5268d7b372c1096b9b015ad7","Macrofungi","525560f48b033f0000000708","http://storage.idigbio.org/mich/mycology/00158/MICH-F-158294_lg.jpg","AnnTiiman","2013-10-24 08:17:18",,,,,
"5268d80972c1096b9b015b5a","Macrofungi","5252f2f312cc67bcfa002a1f","http://storage.idigbio.org/mich/mycology/00146/MICH-F-146235_lg.jpg","AnnTiiman","2013-10-24 08:18:43","07/27/1947","United States","placeholder","Mt. Katahdin, Baxter State Park","placeholder"
"5268d7e572c1096b9b015b25","Macrofungi","5256da064d9d030000000302","http://storage.idigbio.org/uc/mycology/UC210/UC210630_lg.jpg","rida_khan","2013-10-24 08:18:45",,,,,
"5268d855fe16d9227a017d14","Macrofungi","52544d195c2a110000000207","http://storage.idigbio.org/mich/mycology/00153/MICH-F-153019_lg.jpg","AnnTiiman","2013-10-24 08:21:14","10/23/1955","United States","Multnomah","On burried roots. Pier Park, Portland","OR"
"5268d8a2fe16d9227a017d78","Macrofungi","5255bce6854723000000037e","http://storage.idigbio.org/uc/mycology/UC1472/UC1472673_lg.jpg","AnnTiiman","2013-10-24 08:22:31",,,,,
"5268d8d572c1096b9b015cce","Macrofungi","52531b0b12cc67bcfa00416a","http://storage.idigbio.org/mich/mycology/00152/MICH-F-152087_lg.jpg","AnnTiiman","2013-10-24 08:22:44",,,,,
"5268d93cfe16d9227a017e63","Macrofungi","5252c0db12cc67bcfa000a5c","http://storage.idigbio.org/mich/mycology/00138/MICH-F-138501_lg.jpg","AnnTiiman","2013-10-24 08:25:05","10/08/1968","Canada","Pictou","On coniferous duff. Blue Mountain","N.S."
"5268d94afe16d9227a017e84","Macrofungi","5252ed4d12cc67bcfa0026ba","http://storage.idigbio.org/mich/mycology/00145/MICH-F-145381_lg.jpg","AnnTiiman","2013-10-24 08:25:19",,,,,
"5268d9b572c1096b9b015e12","Macrofungi","5256e00d4d9d03000000066f","http://storage.idigbio.org/uc/mycology/UC655/UC655116_lg.jpg","AnnTiiman","2013-10-24 08:25:52","","Canada","Toronto","On railway ties. Old Belt Line","Ont."
"5268d9d9fe16d9227a017f41","Macrofungi","5252ea5c12cc67bcfa00250d","http://storage.idigbio.org/mich/mycology/00144/MICH-F-144990_lg.jpg","AnnTiiman","2013-10-24 08:27:05","07/07/1959","United States","Hillsborough","Tree which has died this year. Tood Plantation, New Boston","NH"
"5268da0872c1096b9b015e75","Macrofungi","52557ded8b033f0000001a2b","http://storage.idigbio.org/mich/mycology/00162/MICH-F-162295_lg.jpg","AnnTiiman","2013-10-24 08:27:15",,,,,
"5268d9f1fe16d9227a017f52","Macrofungi","525451695c2a11000000047c","http://storage.idigbio.org/mich/mycology/00153/MICH-F-153582_lg.jpg","AnnTiiman","2013-10-24 08:28:06",,,,,
"5268da5e72c1096b9b015ee1","Macrofungi","52530a8112cc67bcfa0037d0","http://storage.idigbio.org/mich/mycology/00149/MICH-F-149655_1_lg.jpg","AnnTiiman","2013-10-24 08:28:40","07/04/1914","United States","placeholder","On rotten log. Vermilion","MI"
"5268da7efe16d9227a01803d","Macrofungi","5252bb5612cc67bcfa00065f","http://storage.idigbio.org/mich/mycology/00137/MICH-F-137673_lg.jpg","AnnTiiman","2013-10-24 08:29:50",,,,,
"5268da9b72c1096b9b015f0c","Macrofungi","5254687a5c2a11000000120f","http://storage.idigbio.org/mich/mycology/00250/MICH-F-250275_lg.jpg","AnnTiiman","2013-10-24 08:30:18","08/18/1973","United States","Mecosta","Mixed woods. Chippewa Lake","MI"
"5268dab372c1096b9b015f2e","Macrofungi","5253131012cc67bcfa003cd0","http://storage.idigbio.org/mich/mycology/00150/MICH-F-150941_lg.jpg","AnnTiiman","2013-10-24 08:30:43",,,,,
"5268da93fe16d9227a01805f","Macrofungi","5252e5b312cc67bcfa00221c","http://storage.idigbio.org/mich/mycology/00144/MICH-F-144257_1_lg.jpg","AnnTiiman","2013-10-24 08:30:48",,,,,
"5268daebfe16d9227a0180b2","Macrofungi","5256daff4d9d030000000385","http://storage.idigbio.org/uc/mycology/UC654/UC654466_lg.jpg","quidcogitas","2013-10-24 08:31:39","01/22/1916","Canada","Port Credit","Port Credit on fallen Pinus Strobus L.","Ontario"
"5268dae2fe16d9227a0180a2","Macrofungi","52555a1c8b033f00000001e1","http://storage.idigbio.org/mich/mycology/00157/MICH-F-157410_lg.jpg","AnnTiiman","2013-10-24 08:32:07","07/04/1939","United States","Tulsa",,"OK"
"5268db6272c1096b9b016027","Macrofungi","5252f2d112cc67bcfa002a0b","http://storage.idigbio.org/mich/mycology/00146/MICH-F-146215_1_lg.jpg","AnnTiiman","2013-10-24 08:33:01","08/12/1938","United States","unknown","Moose Pass (Grant Lake)","AK"
